service_name,logistic_name,province_name,city_name,package_finalweight_value,rates_shipment_value,rates_insurance_value,surchargefee,delivery_sla_binary
Swift,Chronos,DKI Jakarta,Jakarta Timur,1.0,8000.0,1213.0,0.0,1
Swift,Chronos,DKI Jakarta,Jakarta Utara,1.0,8000.0,1213.0,0.0,0
Swift,Chronos,DKI Jakarta,Jakarta Barat,1.0,8000.0,2685.0,0.0,1
Swift,Chronos,Kalimantan Timur,Balikpapan,1.0,57000.0,0.0,0.0,1
Swift,Chronos,Banten,Tangerang Selatan,1.0,9000.0,0.0,0.0,1
Swift,Chronos,DKI Jakarta,Jakarta Barat,1.0,8000.0,2425.0,0.0,1
Swift,Chronos,DKI Jakarta,Jakarta Barat,1.0,8000.0,2425.0,0.0,1
Swift,Chronos,DI Yogyakarta,Bantul,1.0,18000.0,0.0,0.0,1
Swift,Chronos,Jawa Tengah,Sukoharjo,1.0,21000.0,0.0,0.0,1
Swift,Chronos,DKI Jakarta,Jakarta Utara,1.0,8000.0,4850.0,0.0,1
Swift,Chronos,Jawa Tengah,Banyumas,1.0,18000.0,0.0,0.0,1
Swift,Chronos,Lampung,Bandar Lampung,1.0,18000.0,2308.0,0.0,1
Swift,Chronos,Riau,Kuantan Singingi,1.0,51000.0,0.0,0.0,1
Swift,Chronos,Jawa Barat,"Bandung, Kota",1.0,11000.0,0.0,0.0,1
Swift,Chronos,DKI Jakarta,Jakarta Selatan,1.0,8000.0,2458.0,0.0,0
Swift,Chronos,Banten,"Tangerang, Kota",1.0,9000.0,0.0,0.0,1
Swift,Chronos,DKI Jakarta,Jakarta Selatan,1.0,8000.0,3550.0,0.0,1
Swift,Chronos,Sulawesi Selatan,Pinrang,1.0,11000.0,17885.0,0.0,0
Swift,Chronos,DKI Jakarta,Jakarta Barat,1.0,8000.0,1213.0,0.0,1
Swift,Chronos,Banten,"Tangerang, Kota",1.0,9000.0,3550.0,0.0,1
Swift,Chronos,Jawa Timur,Banyuwangi,1.0,26000.0,0.0,0.0,1
Swift,Chronos,DKI Jakarta,Jakarta Selatan,1.0,8000.0,1213.0,0.0,0
Swift,Chronos,DKI Jakarta,Jakarta Selatan,1.0,8000.0,1213.0,0.0,1
Swift,Chronos,Jawa Barat,Sumedang,1.0,15000.0,0.0,0.0,1
Swift,Chronos,Jawa Barat,"Bekasi, Kota",1.0,9000.0,3550.0,0.0,1
Swift,Chronos,Jawa Timur,Surabaya,1.0,18000.0,2458.0,0.0,1
Swift,Chronos,Jawa Barat,"Bekasi, Kota",1.0,9000.0,2308.0,0.0,1
Swift,Chronos,DKI Jakarta,Jakarta Barat,1.0,8000.0,1213.0,0.0,1
Swift,Chronos,Jawa Barat,Depok,1.0,9000.0,2425.0,0.0,0
Swift,Chronos,Kalimantan Tengah,Kotawaringin Timur,2.0,110000.0,7500.0,0.0,1
Swift,Chronos,Banten,Tangerang Selatan,4.0,36000.0,4998.0,0.0,1
Swift,Chronos,DKI Jakarta,Jakarta Utara,1.0,8000.0,1213.0,0.0,1
Swift,Chronos,Jawa Timur,Jombang,1.0,22000.0,2458.0,0.0,1
Swift,Chronos,Banten,"Tangerang, Kota",1.0,9000.0,2308.0,0.0,1
Swift,Chronos,Banten,Lebak,1.0,13000.0,0.0,0.0,1
Classic,Phantom,DKI Jakarta,Jakarta Barat,1.0,13000.0,0.0,0.0,1
Classic,Phantom,Kalimantan Timur,Kutai Barat,1.0,34000.0,0.0,0.0,1
Classic,Phantom,Jawa Barat,Depok,5.0,200000.0,0.0,0.0,1
Classic,Phantom,Banten,"Tangerang, Kota",1.0,10000.0,2500.0,0.0,1
Classic,Phantom,Jawa Barat,Depok,1.0,11600.0,0.0,0.0,1
Classic,Phantom,Jawa Barat,"Bekasi, Kab.",1.0,8000.0,2500.0,0.0,1
Classic,Phantom,DKI Jakarta,Jakarta Barat,1.0,8000.0,2500.0,0.0,1
Classic,Phantom,Jawa Barat,"Bekasi, Kota",1.0,8000.0,2500.0,0.0,1
Classic,Phantom,Jawa Barat,Depok,1.0,12000.0,0.0,0.0,1
Classic,Phantom,DKI Jakarta,Jakarta Selatan,1.0,8000.0,2500.0,0.0,0
Classic,Phantom,Jawa Tengah,Pati,1.0,14000.0,2500.0,0.0,1
Classic,Phantom,Jawa Timur,Surabaya,1.0,6000.0,2500.0,0.0,1
Classic,Phantom,Jawa Timur,Gresik,1.0,8400.0,2500.0,0.0,1
Classic,Phantom,DKI Jakarta,Jakarta Selatan,3.0,24000.0,2500.0,0.0,0
Classic,Phantom,Banten,Tangerang Selatan,1.0,24000.0,2500.0,0.0,1
Classic,Phantom,Banten,"Tangerang, Kota",1.0,8000.0,2500.0,0.0,1
Classic,Phantom,DI Yogyakarta,Sleman,1.0,9000.0,0.0,0.0,1
Classic,Phantom,Jawa Tengah,Surakarta (Solo),1.0,10000.0,2500.0,0.0,1
Classic,Phantom,DKI Jakarta,Jakarta Selatan,1.0,10000.0,2500.0,0.0,0
Classic,Phantom,Jawa Barat,"Bandung, Kota",4.0,28000.0,0.0,0.0,1
Classic,Phantom,Jawa Timur,Tuban,1.0,12000.0,2500.0,0.0,1
Classic,Phantom,Jawa Timur,"Mojokerto, Kab.",1.0,22200.0,0.0,0.0,1
Classic,Phantom,DKI Jakarta,Jakarta Selatan,1.0,8000.0,2500.0,0.0,1
Classic,Phantom,DKI Jakarta,Jakarta Utara,2.0,32000.0,0.0,0.0,1
Classic,Phantom,DKI Jakarta,Jakarta Selatan,1.0,8000.0,2500.0,0.0,0
Classic,Phantom,Banten,"Tangerang, Kota",2.0,30400.0,0.0,0.0,1
Classic,Phantom,Banten,Tangerang Selatan,2.0,32000.0,0.0,0.0,1
Classic,Phantom,Jawa Barat,"Bandung, Kota",1.0,7000.0,2500.0,0.0,1
Classic,Phantom,Jawa Barat,"Bekasi, Kota",1.0,8000.0,0.0,0.0,1
Classic,Phantom,Jawa Timur,"Kediri, Kab.",1.0,12000.0,2500.0,0.0,1
Classic,Phantom,DKI Jakarta,Jakarta Pusat,1.0,15000.0,0.0,0.0,1
Classic,Phantom,Jawa Barat,"Sukabumi, Kota",1.0,11000.0,0.0,0.0,1
Classic,Phantom,Sumatera Selatan,Palembang,3.0,24000.0,0.0,0.0,1
Classic,Phantom,DKI Jakarta,Jakarta Utara,2.0,64000.0,0.0,0.0,0
Classic,Phantom,Jawa Barat,Depok,2.0,16000.0,0.0,0.0,1
Classic,Phantom,Jawa Barat,"Bekasi, Kota",5.0,40000.0,0.0,0.0,0
Classic,Phantom,Jawa Timur,Surabaya,1.0,18000.0,0.0,0.0,1
Classic,Phantom,DI Yogyakarta,Bantul,1.0,16000.0,2500.0,0.0,1
Classic,Phantom,Jawa Timur,"Kediri, Kota",1.0,21000.0,0.0,0.0,1
Classic,Phantom,DKI Jakarta,Jakarta Timur,2.0,16000.0,0.0,0.0,1
Classic,Phantom,Sumatera Selatan,Palembang,2.0,16000.0,0.0,0.0,1
Classic,Phantom,DKI Jakarta,Jakarta Pusat,1.0,16000.0,0.0,0.0,0
Classic,Phantom,DKI Jakarta,Jakarta Pusat,1.0,8000.0,2500.0,0.0,1
Classic,Phantom,DKI Jakarta,Jakarta Selatan,1.0,16600.0,0.0,0.0,1
Classic,Phantom,Bali,Gianyar,1.0,26400.0,0.0,0.0,1
Classic,Phantom,Sumatera Selatan,Palembang,2.0,36000.0,0.0,0.0,1
Classic,Phantom,Kalimantan Timur,Paser,1.0,17600.0,0.0,0.0,0
Classic,Phantom,Jawa Barat,"Bogor, Kab.",1.0,16800.0,2500.0,0.0,1
Classic,Phantom,Jawa Timur,"Mojokerto, Kab.",1.0,22000.0,0.0,0.0,1
Classic,Phantom,Jawa Timur,Surabaya,1.0,6000.0,2500.0,0.0,1
Classic,Phantom,DKI Jakarta,Jakarta Selatan,2.0,16000.0,0.0,0.0,1
Classic,Phantom,DKI Jakarta,Jakarta Timur,1.0,11000.0,2500.0,0.0,1
Classic,Phantom,Jawa Barat,Depok,1.0,8000.0,2500.0,0.0,1
Classic,Phantom,Jawa Barat,"Bekasi, Kota",1.0,8000.0,2500.0,0.0,1
Classic,Phantom,Jawa Timur,"Malang, Kab.",1.0,12000.0,2500.0,0.0,1
Classic,Phantom,Kalimantan Timur,Balikpapan,1.0,40000.0,0.0,0.0,1
Classic,Phantom,Sumatera Barat,Padang,1.0,21000.0,0.0,0.0,1
Classic,Phantom,Jawa Tengah,"Semarang, Kota",1.0,8000.0,2500.0,0.0,1
Classic,Phantom,Jawa Barat,Depok,1.0,8000.0,2500.0,0.0,1
Classic,Phantom,Jawa Timur,Sidoarjo,1.0,7000.0,2500.0,0.0,1
Classic,Phantom,DKI Jakarta,Jakarta Utara,2.0,30000.0,2500.0,0.0,0
Classic,Phantom,Sulawesi Tenggara,Kolaka Utara,1.0,13200.0,0.0,0.0,1
Classic,Phantom,Jawa Barat,Depok,1.0,8000.0,0.0,0.0,1
Classic,Phantom,Banten,Tangerang Selatan,1.0,34000.0,0.0,0.0,1
Classic,Phantom,Jawa Barat,Karawang,2.0,38000.0,0.0,0.0,1
Classic,Phantom,Bali,Denpasar,1.0,9000.0,0.0,0.0,1
Classic,Phantom,Bali,Denpasar,3.0,45000.0,0.0,0.0,1
Classic,Phantom,Jawa Barat,Depok,1.0,8000.0,0.0,0.0,1
Classic,Phantom,DKI Jakarta,Jakarta Selatan,1.0,8000.0,2500.0,0.0,1
Classic,Phantom,DKI Jakarta,Jakarta Utara,1.0,8000.0,2500.0,0.0,1
Classic,Phantom,Lampung,Way Kanan,5.0,64500.0,0.0,0.0,1
Classic,Phantom,Jawa Barat,"Bandung, Kota",1.0,7000.0,0.0,0.0,1
Classic,Phantom,Jawa Tengah,"Semarang, Kota",1.0,11000.0,2500.0,0.0,1
Classic,Phantom,Jawa Timur,Surabaya,1.0,6000.0,0.0,0.0,1
Classic,Phantom,Jawa Timur,Surabaya,1.0,30000.0,0.0,0.0,1
Classic,Phantom,Jawa Barat,"Bekasi, Kota",1.0,40000.0,0.0,0.0,0
Classic,Phantom,Bali,Badung,1.0,9000.0,2500.0,0.0,1
Classic,Phantom,Jawa Barat,"Bandung, Kab.",1.0,10000.0,0.0,0.0,1
Classic,Phantom,Lampung,Metro,6.0,77400.0,0.0,0.0,0
Classic,Phantom,Jawa Tengah,"Semarang, Kota",1.0,8000.0,2500.0,0.0,1
Classic,Phantom,Jawa Timur,Surabaya,1.0,6000.0,2500.0,0.0,1
Classic,Phantom,Jawa Barat,"Bekasi, Kota",1.0,8000.0,2500.0,0.0,1
Classic,Phantom,Banten,Tangerang Selatan,1.0,8000.0,2500.0,0.0,1
Classic,Phantom,Banten,"Tangerang, Kab.",1.0,8000.0,0.0,0.0,1
Classic,Phantom,DKI Jakarta,Jakarta Utara,1.0,8000.0,2500.0,0.0,1
Classic,Phantom,Jawa Timur,Jombang,2.0,46000.0,2500.0,0.0,1
Classic,Phantom,Riau,Bengkalis,2.0,84000.0,0.0,0.0,1
Classic,Phantom,Banten,Tangerang Selatan,1.0,12000.0,2500.0,0.0,1
Classic,Phantom,DKI Jakarta,Jakarta Timur,2.0,16000.0,2500.0,0.0,1
Classic,Phantom,Jawa Tengah,"Semarang, Kota",1.0,11000.0,2500.0,0.0,1
Classic,Phantom,DKI Jakarta,Jakarta Selatan,1.0,8000.0,0.0,0.0,1
Classic,Phantom,Banten,"Tangerang, Kota",1.0,32000.0,0.0,0.0,0
Classic,Phantom,Banten,Tangerang Selatan,1.0,8000.0,0.0,0.0,1
Classic,Phantom,Jawa Barat,Bandung Barat,1.0,11000.0,0.0,0.0,1
Classic,Phantom,Jawa Barat,"Bekasi, Kab.",2.0,16000.0,2500.0,0.0,0
Classic,Phantom,Kalimantan Selatan,Banjarbaru,1.0,37400.0,0.0,0.0,1
Classic,Phantom,DKI Jakarta,Jakarta Selatan,1.0,8000.0,2500.0,0.0,1
Classic,Phantom,Jawa Timur,Surabaya,1.0,6000.0,2500.0,0.0,0
Classic,Phantom,Banten,Tangerang Selatan,1.0,8000.0,0.0,0.0,1
Classic,Phantom,Sumatera Selatan,Palembang,1.0,8000.0,0.0,0.0,1
QuickCar,Nimbus,Jawa Barat,"Bekasi, Kota",74.0,30000.0,0.0,0.0,1
Flash,Nimbus,Kepulauan Riau,Batam,5.0,21500.0,0.0,0.0,1
Flash,Nimbus,Bali,Badung,1.0,40500.0,0.0,0.0,1
Flash,Nimbus,Jawa Timur,Surabaya,5.0,16500.0,0.0,0.0,1
Flash,Nimbus,DKI Jakarta,Jakarta Utara,0.1260000020265579,16000.0,0.0,0.0,1
QuickCar,Nimbus,Banten,"Tangerang, Kota",51.0,83500.0,0.0,0.0,1
QuickCar,Nimbus,Jawa Barat,"Bogor, Kab.",19.0,70500.0,0.0,0.0,1
Flash,Nimbus,DKI Jakarta,Jakarta Barat,1.0,22500.0,0.0,0.0,1
Flash,Nimbus,Jawa Barat,Depok,1.0,16000.0,0.0,0.0,1
Flash,Nimbus,DKI Jakarta,Jakarta Utara,3.0,16000.0,0.0,0.0,1
Flash,Nimbus,Banten,Tangerang Selatan,3.0,36000.0,0.0,0.0,1
Flash,Nimbus,DKI Jakarta,Jakarta Pusat,8.0,34500.0,0.0,0.0,1
Flash,Nimbus,DKI Jakarta,Jakarta Timur,3.0,16000.0,0.0,0.0,1
QuickCar,Nimbus,Sumatera Utara,Medan,24.0,74000.0,0.0,0.0,1
Flash,Nimbus,Jawa Barat,"Bekasi, Kota",10.0,33000.0,0.0,0.0,1
Flash,Nimbus,DKI Jakarta,Jakarta Utara,1.0,18500.0,0.0,0.0,1
Flash,Nimbus,DKI Jakarta,Jakarta Selatan,2.0,16000.0,0.0,0.0,1
Flash,Nimbus,Bali,Denpasar,10.0,10500.0,0.0,0.0,1
QuickCar,Nimbus,Jawa Barat,Karawang,5.0,46000.0,0.0,0.0,1
Flash,Nimbus,Jawa Barat,Depok,0.2000000029802322,16000.0,0.0,0.0,1
Flash,Nimbus,DKI Jakarta,Jakarta Selatan,3.0,28500.0,0.0,0.0,1
Flash,Nimbus,Riau,Pekanbaru,2.0,12500.0,0.0,0.0,0
Flash,Nimbus,Banten,Tangerang Selatan,4.0,20000.0,0.0,0.0,1
Flash,Nimbus,DKI Jakarta,Jakarta Barat,4.0,17000.0,0.0,0.0,1
QuickCar,Nimbus,Bali,Badung,1.0,53500.0,0.0,0.0,0
Flash,Nimbus,Jawa Barat,Depok,1.0,16000.0,0.0,0.0,1
Flash,Nimbus,Jawa Timur,Surabaya,16.0,40500.0,0.0,0.0,1
Flash,Nimbus,Riau,Pekanbaru,1.0,22500.0,0.0,0.0,1
Flash,Nimbus,Jawa Barat,"Bogor, Kab.",9.0,16000.0,0.0,0.0,1
Flash,Nimbus,Banten,Tangerang Selatan,5.0,16000.0,0.0,0.0,1
Flash,Nimbus,Banten,Tangerang Selatan,7.0,17000.0,0.0,0.0,1
Flash,Nimbus,Bangka Belitung,Pangkal Pinang,1.0,11500.0,0.0,0.0,1
Flash,Nimbus,DKI Jakarta,Jakarta Selatan,3.0,16000.0,0.0,0.0,1
Flash,Nimbus,DKI Jakarta,Jakarta Selatan,1.0,16000.0,0.0,0.0,1
Flash,Nimbus,DKI Jakarta,Jakarta Barat,1.0,16000.0,0.0,0.0,1
Flash,Nimbus,Jawa Barat,"Bekasi, Kota",1.0,16000.0,0.0,0.0,1
Flash,Nimbus,Jawa Timur,Sidoarjo,9.0,40500.0,0.0,0.0,1
Flash,Nimbus,Bali,Denpasar,4.0,11500.0,0.0,0.0,1
Flash,Nimbus,DKI Jakarta,Jakarta Barat,2.0,22000.0,0.0,0.0,1
Flash,Nimbus,Banten,"Serang, Kota",8.0,12500.0,0.0,0.0,1
QuickCar,Nimbus,DKI Jakarta,Jakarta Barat,22.0,49500.0,0.0,0.0,1
QuickCar,Nimbus,Bali,Denpasar,13.0,28500.0,0.0,0.0,0
Flash,Nimbus,DKI Jakarta,Jakarta Utara,5.0,22000.0,0.0,0.0,1
QuickCar,Nimbus,Jawa Tengah,"Semarang, Kota",11.0,54000.0,0.0,0.0,1
Flash,Nimbus,Jawa Barat,"Bandung, Kab.",2.0,17000.0,0.0,0.0,1
Flash,Nimbus,Jawa Barat,"Bekasi, Kota",5.0,23000.0,0.0,0.0,1
QuickCar,Nimbus,Jawa Barat,"Bandung, Kota",22.0,55000.0,0.0,0.0,1
Flash,Nimbus,DKI Jakarta,Jakarta Selatan,3.0,17000.0,0.0,0.0,1
Flash,Nimbus,Banten,Tangerang Selatan,2.0,16000.0,0.0,0.0,1
Flash,Nimbus,Jambi,Jambi,3.0,16000.0,0.0,0.0,1
Flash,Nimbus,Banten,Cilegon,0.1724999994039535,12500.0,0.0,0.0,1
Flash,Nimbus,DKI Jakarta,Jakarta Selatan,0.2599999904632568,25000.0,0.0,0.0,1
Flash,Nimbus,Jawa Barat,"Tasikmalaya, Kota",1.0,11500.0,0.0,0.0,1
QuickCar,Nimbus,Kalimantan Timur,Samarinda,20.0,37500.0,0.0,0.0,1
QuickCar,Nimbus,DKI Jakarta,Jakarta Utara,30.0,66000.0,0.0,0.0,1
Flash,Nimbus,DKI Jakarta,Jakarta Barat,2.0,16000.0,0.0,0.0,1
Flash,Nimbus,Jawa Timur,Surabaya,0.1199999973177909,14000.0,0.0,0.0,1
Flash,Nimbus,Jawa Barat,"Bekasi, Kota",1.0,16000.0,0.0,0.0,1
Flash,Nimbus,Jawa Barat,"Bandung, Kota",1.0,24500.0,0.0,0.0,1
QuickCar,Nimbus,Jawa Timur,Surabaya,1.0,53500.0,0.0,0.0,1
Flash,Nimbus,DKI Jakarta,Jakarta Barat,2.0,27500.0,0.0,0.0,1
Flash,Nimbus,Jawa Timur,Sidoarjo,1.0,21500.0,0.0,0.0,1
Flash,Nimbus,Jawa Barat,"Bandung, Kota",6.0,14000.0,0.0,0.0,1
QuickCar,Nimbus,Bali,Badung,27.0,45000.0,0.0,0.0,1
Flash,Nimbus,Jawa Tengah,Sukoharjo,5.0,13000.0,0.0,0.0,1
Flash,Nimbus,Banten,Tangerang Selatan,1.0,16000.0,0.0,0.0,1
Flash,Nimbus,DKI Jakarta,Jakarta Barat,9.0,16000.0,0.0,0.0,1
Flash,Nimbus,DKI Jakarta,Jakarta Barat,4.0,19000.0,0.0,0.0,1
Flash,Nimbus,Banten,"Tangerang, Kab.",3.0,17000.0,0.0,0.0,1
QuickCar,Nimbus,DKI Jakarta,Jakarta Pusat,14.0,62500.0,0.0,0.0,1
Flash,Nimbus,Bali,Badung,0.209999993443489,19000.0,0.0,0.0,1
Flash,Nimbus,Bali,Badung,6.0,11500.0,0.0,0.0,1
QuickCar,Nimbus,DKI Jakarta,Jakarta Barat,23.0,55000.0,0.0,0.0,1
Flash,Nimbus,DKI Jakarta,Jakarta Utara,4.0,16000.0,0.0,0.0,1
QuickCar,Nimbus,Banten,"Tangerang, Kota",3.0,36500.0,0.0,0.0,1
Flash,Nimbus,Kepulauan Riau,Batam,1.0,18000.0,0.0,0.0,1
Flash,Nimbus,DKI Jakarta,Jakarta Barat,2.0,22000.0,0.0,0.0,0
Flash,Nimbus,Banten,"Tangerang, Kab.",3.0,16000.0,0.0,0.0,1
Flash,Nimbus,DI Yogyakarta,Yogyakarta,1.0,13000.0,0.0,0.0,1
Flash,Nimbus,DKI Jakarta,Jakarta Pusat,4.0,25000.0,0.0,0.0,1
QuickCar,Nimbus,DKI Jakarta,Jakarta Selatan,3.0,30500.0,0.0,0.0,1
Flash,Nimbus,Jawa Barat,"Bandung, Kota",4.0,20000.0,0.0,0.0,1
Flash,Nimbus,Jawa Barat,Depok,2.0,16000.0,0.0,0.0,1
Flash,Nimbus,Jawa Barat,"Bandung, Kota",17.0,12500.0,0.0,0.0,1
Flash,Nimbus,Banten,Tangerang Selatan,0.2599999904632568,16000.0,0.0,0.0,1
Flash,Nimbus,DKI Jakarta,Jakarta Pusat,2.0,16000.0,0.0,0.0,0
Flash,Nimbus,Jawa Barat,Cimahi,11.0,18500.0,0.0,0.0,1
Flash,Nimbus,Jawa Barat,"Bekasi, Kab.",5.0,16500.0,0.0,0.0,1
Flash,Nimbus,DKI Jakarta,Jakarta Pusat,1.0,18500.0,0.0,0.0,1
Flash,Nimbus,Jawa Barat,"Bogor, Kab.",4.0,16000.0,0.0,0.0,1
Flash,Nimbus,Kepulauan Riau,Batam,1.0,13000.0,0.0,0.0,0
Flash,Nimbus,DKI Jakarta,Jakarta Barat,4.0,22000.0,0.0,0.0,1
Flash,Nimbus,Kalimantan Timur,Samarinda,3.0,18500.0,0.0,0.0,1
Flash,Nimbus,Jawa Barat,"Bekasi, Kota",3.0,16500.0,0.0,0.0,1
QuickCar,Nimbus,DKI Jakarta,Jakarta Timur,69.0,58000.0,0.0,0.0,1
Flash,Nimbus,Jawa Timur,"Malang, Kota",1.0,15000.0,0.0,0.0,1
Flash,Nimbus,Kepulauan Riau,Batam,3.0,18500.0,0.0,0.0,1
Flash,Nimbus,DKI Jakarta,Jakarta Barat,12.0,16000.0,0.0,0.0,1
Flash,Nimbus,Jawa Barat,"Bekasi, Kota",1.0,16000.0,0.0,0.0,1
Flash,Nimbus,Jawa Barat,"Bekasi, Kab.",3.0,20000.0,0.0,0.0,1
Urgent,Vortex,Jawa Barat,Depok,0.0850000008940696,29000.0,0.0,0.0,0
Flash,Vortex,Sulawesi Selatan,Makassar,1.0,10500.0,0.0,0.0,1
Flash,Vortex,Jawa Tengah,Karanganyar,14.0,48500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Selatan,0.0799999982118606,18500.0,0.0,0.0,1
Flash,Vortex,Jawa Timur,"Malang, Kota",3.0,13000.0,0.0,0.0,1
Urgent,Vortex,Banten,"Tangerang, Kota",1.0,13000.0,0.0,0.0,1
Flash,Vortex,DKI Jakarta,Jakarta Pusat,11.0,20000.0,0.0,0.0,1
Flash,Vortex,DI Yogyakarta,Yogyakarta,2.0,11500.0,0.0,0.0,1
Flash,Vortex,Bali,Badung,4.0,33500.0,0.0,0.0,1
Urgent,Vortex,Jawa Barat,"Bogor, Kab.",2.0,18500.0,0.0,0.0,1
Flash,Vortex,Jawa Barat,Sumedang,4.0,29000.0,0.0,0.0,1
Flash,Vortex,Sumatera Selatan,Palembang,4.0,11500.0,0.0,0.0,1
Flash,Vortex,Jawa Barat,Depok,5.0,33500.0,0.0,0.0,1
Flash,Vortex,Sulawesi Selatan,Makassar,1.0,26500.0,0.0,0.0,1
Flash,Vortex,Nusa Tenggara Barat,Mataram,8.0,11500.0,0.0,0.0,1
Urgent,Vortex,Banten,"Tangerang, Kota",1.0,20000.0,0.0,0.0,1
Flash,Vortex,Sulawesi Selatan,Makassar,1.0,40500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Selatan,0.1500000059604644,18500.0,0.0,0.0,1
Flash,Vortex,Jawa Barat,"Bandung, Kota",1.0,11500.0,0.0,0.0,1
Urgent,Vortex,Banten,"Tangerang, Kab.",1.0,18500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Utara,0.2399999946355819,22000.0,0.0,0.0,1
Flash,Vortex,Jawa Timur,"Malang, Kab.",2.0,11500.0,0.0,0.0,1
Urgent,Vortex,Banten,Tangerang Selatan,1.0,22000.0,0.0,0.0,1
Flash,Vortex,Bali,Denpasar,1.0,18500.0,0.0,0.0,1
Flash,Vortex,Jawa Barat,"Bandung, Kota",1.0,11500.0,0.0,0.0,1
Flash,Vortex,Riau,Pekanbaru,2.0,18500.0,0.0,0.0,1
Urgent,Vortex,Banten,Tangerang Selatan,0.0850000008940696,29000.0,0.0,0.0,1
Flash,Vortex,Bali,Gianyar,1.0,59000.0,0.0,0.0,1
Urgent,Vortex,Jawa Barat,Depok,1.0,18500.0,0.0,0.0,1
Flash,Vortex,Jawa Tengah,"Semarang, Kota",6.0,11500.0,0.0,0.0,1
Flash,Vortex,DKI Jakarta,Jakarta Selatan,1.0,20000.0,0.0,0.0,1
Flash,Vortex,Sumatera Selatan,Palembang,0.2599999904632568,11500.0,0.0,0.0,1
Flash,Vortex,Jawa Timur,"Malang, Kota",5.0,11500.0,0.0,0.0,1
Flash,Vortex,Sulawesi Utara,Manado,1.0,10500.0,0.0,0.0,1
Flash,Vortex,DKI Jakarta,Jakarta Barat,1.0,28000.0,0.0,0.0,1
Flash,Vortex,Jawa Barat,"Bandung, Kab.",10.0,33500.0,0.0,0.0,1
Flash,Vortex,DKI Jakarta,Jakarta Selatan,4.0,17500.0,0.0,0.0,1
Flash,Vortex,Bali,Tabanan,1.0,44000.0,0.0,0.0,1
Flash,Vortex,Maluku,Ambon,7.0,16500.0,0.0,0.0,1
Flash,Vortex,Jawa Tengah,Surakarta (Solo),0.25,11500.0,0.0,0.0,1
Flash,Vortex,Jawa Barat,Depok,8.0,56500.0,0.0,0.0,1
Flash,Vortex,Bali,Gianyar,5.0,46000.0,0.0,0.0,1
Flash,Vortex,Sulawesi Utara,Manado,12.0,14000.0,0.0,0.0,1
Flash,Vortex,Banten,"Tangerang, Kota",5.0,17500.0,0.0,0.0,1
Flash,Vortex,Kepulauan Riau,Batam,2.0,11500.0,0.0,0.0,1
Urgent,Vortex,Jawa Barat,"Bogor, Kab.",2.0,18500.0,0.0,0.0,1
Flash,Vortex,Sulawesi Selatan,Makassar,6.0,10500.0,0.0,0.0,1
Flash,Vortex,DKI Jakarta,Jakarta Barat,0.1000000014901161,18500.0,0.0,0.0,1
Flash,Vortex,Jawa Barat,"Bandung, Kota",1.0,11500.0,0.0,0.0,1
Flash,Vortex,Banten,Tangerang Selatan,2.0,18500.0,0.0,0.0,1
Urgent,Vortex,Jawa Barat,"Bogor, Kab.",1.0,18500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Barat,0.1400000005960464,18500.0,0.0,0.0,1
Flash,Vortex,Jawa Tengah,"Semarang, Kota",1.0,11500.0,0.0,0.0,1
Flash,Vortex,DKI Jakarta,Jakarta Pusat,3.0,18500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Selatan,1.0,13000.0,0.0,0.0,1
Flash,Vortex,Jawa Barat,Bandung Barat,5.0,41500.0,0.0,0.0,1
Flash,Vortex,Sulawesi Selatan,Makassar,2.0,11500.0,0.0,0.0,1
Flash,Vortex,Sulawesi Selatan,Makassar,2.0,10500.0,0.0,0.0,1
Flash,Vortex,Sulawesi Selatan,Makassar,1.0,11500.0,0.0,0.0,1
Flash,Vortex,Jawa Barat,"Bandung, Kota",7.0,11500.0,0.0,0.0,1
Flash,Vortex,Kalimantan Timur,Balikpapan,2.0,11500.0,0.0,0.0,1
Flash,Vortex,Sumatera Utara,Medan,3.0,13000.0,0.0,0.0,1
Flash,Vortex,DKI Jakarta,Jakarta Barat,3.0,23000.0,0.0,0.0,1
Flash,Vortex,Jawa Barat,"Bekasi, Kota",2.0,18500.0,0.0,0.0,1
Flash,Vortex,Jawa Barat,"Bandung, Kab.",1.0,26500.0,0.0,0.0,1
Flash,Vortex,DKI Jakarta,Jakarta Barat,1.0,17500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Utara,1.0,18500.0,0.0,0.0,1
Flash,Vortex,Sulawesi Selatan,Gowa,1.0,10500.0,0.0,0.0,1
Flash,Vortex,Jawa Barat,"Bandung, Kota",1.0,11500.0,0.0,0.0,1
Flash,Vortex,Sulawesi Utara,Manado,2.0,10500.0,0.0,0.0,1
Flash,Vortex,Kalimantan Timur,Bontang,1.0,11500.0,0.0,0.0,1
Flash,Vortex,Jawa Tengah,"Semarang, Kota",1.0,30000.0,0.0,0.0,1
Flash,Vortex,Aceh,Banda Aceh,0.2599999904632568,11500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Selatan,2.0,33500.0,0.0,0.0,1
